id, energy, cycles, area
0, 1172.1, 945012.0, 2.04
1, 1252.1, 963986.0, 1.56
2, 1138.73, 955367.0, 1.81
3, 1266.6, 963862.0, 1.68
4, 1236.29, 985870.0, 1.64
5, 1140.94, 950352.0, 1.93
