id, energy, cycles, area
0, 25640.22, 20566472, 2.27
1, 32253.53, 15835592, 1.95
2, 25546.55, 20566727, 2.36
3, 38831.79, 15835847, 1.5
4, 33594.97, 15835423, 2.45
5, 25339.47, 22222619, 2.39
6, 26082.57, 17254687, 2.57
7, 23315.71, 17254687, 2.66
8, 31707.3, 20567489, 1.73
9, 27617.52, 17254856, 2.3
10, 52213.99, 15835338, 2.33
11, 28419.78, 17255111, 2.17
