id, energy, cycles, area
0, 8158.51, 4083265.0, 1.86
1, 8124.13, 4087889.0, 2.06
2, 7945.74, 4583381.0, 1.8
3, 8136.68, 4583381.0, 1.78
4, 8131.97, 4085599.0, 2.02
5, 8158.51, 4083265.0, 1.86
